               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  67,            0.043381,            0.032215,           0.0082617,             0.75712,             0.70224,             0.74635,             0.51022,            0.034037,             0.01846,           0.0051539,            0.003466,            0.003466,            0.003466
                  68,            0.043347,            0.032265,           0.0081626,             0.75798,             0.70187,              0.7466,             0.51078,             0.03401,            0.018441,            0.005131,            0.003367,            0.003367,            0.003367
                  69,             0.04308,            0.032285,           0.0081618,             0.75854,             0.70226,             0.74766,              0.5116,            0.033976,            0.018423,            0.005104,            0.003268,            0.003268,            0.003268
                  70,            0.042888,            0.032138,           0.0080823,             0.75735,             0.70395,             0.74852,             0.51251,            0.033936,              0.0184,           0.0050863,            0.003169,            0.003169,            0.003169
                  71,             0.04292,            0.031921,           0.0080054,             0.75717,             0.70476,             0.74944,             0.51361,            0.033908,            0.018378,           0.0050629,             0.00307,             0.00307,             0.00307
                  72,            0.042862,              0.0318,           0.0079798,             0.75865,             0.70415,             0.75047,             0.51467,            0.033873,            0.018352,           0.0050415,            0.002971,            0.002971,            0.002971
                  73,            0.042749,            0.031997,           0.0079761,             0.76269,             0.70348,             0.75132,             0.51553,            0.033839,            0.018329,           0.0050211,            0.002872,            0.002872,            0.002872
                  74,            0.042655,            0.031895,           0.0079025,             0.76345,              0.7028,             0.75206,              0.5162,            0.033802,            0.018308,           0.0049982,            0.002773,            0.002773,            0.002773
                  75,            0.042599,            0.031616,           0.0078142,             0.76338,             0.70327,             0.75274,             0.51705,            0.033764,            0.018288,           0.0049725,            0.002674,            0.002674,            0.002674
                  76,            0.042394,            0.031663,           0.0077213,             0.76223,             0.70539,             0.75331,             0.51806,            0.033732,            0.018269,           0.0049449,            0.002575,            0.002575,            0.002575
                  77,            0.042428,            0.031551,           0.0075903,             0.76405,             0.70617,             0.75391,             0.51882,            0.033704,            0.018247,           0.0049217,            0.002476,            0.002476,            0.002476
                  78,            0.042145,            0.031569,           0.0076618,             0.76451,             0.70769,             0.75508,             0.52013,            0.033675,            0.018224,           0.0048971,            0.002377,            0.002377,            0.002377
                  79,            0.041984,            0.031458,            0.007541,             0.76431,             0.70877,             0.75591,             0.52119,            0.033642,            0.018203,           0.0048756,            0.002278,            0.002278,            0.002278
                  80,            0.041821,            0.031281,           0.0074228,             0.76651,             0.70854,              0.7565,              0.5219,            0.033616,            0.018181,           0.0048572,            0.002179,            0.002179,            0.002179
                  81,            0.041738,            0.031409,           0.0073021,             0.76704,             0.70991,             0.75708,             0.52265,            0.033587,             0.01816,           0.0048335,             0.00208,             0.00208,             0.00208
                  82,            0.041545,            0.031367,           0.0072297,              0.7666,             0.71092,             0.75771,             0.52315,            0.033561,            0.018136,           0.0048139,            0.001981,            0.001981,            0.001981
                  83,            0.041506,            0.031248,           0.0071941,             0.77121,             0.70912,             0.75845,             0.52382,            0.033532,            0.018116,           0.0047884,            0.001882,            0.001882,            0.001882
                  84,             0.04119,            0.030857,           0.0071226,             0.77381,             0.70865,             0.75921,             0.52461,            0.033497,            0.018091,           0.0047702,            0.001783,            0.001783,            0.001783
                  85,            0.041057,            0.031086,           0.0069993,             0.77117,              0.7116,             0.75986,             0.52587,            0.033461,            0.018071,           0.0047531,            0.001684,            0.001684,            0.001684
                  86,            0.041133,            0.030898,           0.0068487,             0.77239,             0.71169,             0.76062,             0.52667,            0.033428,             0.01805,           0.0047355,            0.001585,            0.001585,            0.001585
                  87,             0.04101,            0.030748,           0.0067729,             0.77269,             0.71219,             0.76127,             0.52748,            0.033395,            0.018027,           0.0047231,            0.001486,            0.001486,            0.001486
                  88,            0.040799,            0.030661,           0.0067256,              0.7733,             0.71264,             0.76219,             0.52853,            0.033357,            0.018004,            0.004708,            0.001387,            0.001387,            0.001387
                  89,             0.04063,            0.030624,           0.0066811,             0.77201,             0.71438,             0.76282,             0.52943,            0.033328,             0.01798,           0.0046986,            0.001288,            0.001288,            0.001288
                  90,            0.040607,            0.030614,           0.0065316,             0.77459,             0.71322,             0.76326,             0.53015,            0.033303,            0.017958,           0.0046956,            0.001189,            0.001189,            0.001189
                  91,            0.040343,            0.030404,           0.0064889,             0.77388,             0.71514,             0.76383,             0.53096,            0.033277,            0.017939,           0.0046887,             0.00109,             0.00109,             0.00109
                  92,            0.040091,            0.030102,           0.0063722,             0.77507,             0.71529,             0.76447,             0.53168,            0.033246,            0.017917,           0.0046805,            0.000991,            0.000991,            0.000991
                  93,            0.039849,            0.030088,           0.0063203,             0.77408,             0.71627,             0.76487,             0.53219,            0.033217,            0.017898,           0.0046721,            0.000892,            0.000892,            0.000892
                  94,            0.039937,            0.030142,           0.0062046,             0.77423,             0.71636,             0.76514,              0.5329,            0.033189,            0.017879,           0.0046676,            0.000793,            0.000793,            0.000793
                  95,              0.0396,            0.029829,            0.006133,              0.7742,               0.718,             0.76575,               0.534,            0.033157,             0.01786,           0.0046656,            0.000694,            0.000694,            0.000694
                  96,            0.039315,            0.029752,           0.0059667,             0.77568,             0.71759,             0.76635,             0.53474,            0.033128,            0.017842,           0.0046638,            0.000595,            0.000595,            0.000595
                  97,            0.039203,            0.029845,           0.0058911,             0.77824,             0.71688,             0.76687,             0.53558,            0.033102,            0.017826,           0.0046567,            0.000496,            0.000496,            0.000496
                  98,            0.039107,            0.029889,           0.0058139,             0.77678,             0.71781,             0.76731,             0.53599,            0.033075,            0.017811,           0.0046511,            0.000397,            0.000397,            0.000397
                  99,            0.038918,              0.0295,           0.0056987,             0.77953,             0.71692,             0.76769,             0.53674,             0.03305,            0.017798,           0.0046457,            0.000298,            0.000298,            0.000298
